"","ID","Név","Link","Kategória","Kivitel","Üzemanyag","Újkori.ára.(mHUF)","Hengerek.száma","Maximális.teljesítmény.(kW)","Maximális.teljesítmény.(LE)","Végsebesség.(km/h)","Gyorsulás.(s)","CO2.kibocsátás.(g/km)","Vegyes.fogyasztás.(l)","Össztömeg.(kg)","Szélesség.(mm)","Hosszúság.(mm)","Magasság.(mm)","Ajtók.száma","Szállítható.személyek.száma"
"45",45,"HONDA Accord 2.0i LS (1993-1995)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_ls-12856","Középkategória","Sedan","Benzin",2.759,4,96,131,200,10.2,NA,NA,1820,1715,4675,1380,4,5
"46",46,"HONDA Accord 2.0i ES (1993-1996)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es-12857","Középkategória","Sedan","Benzin",4.49,4,96,131,200,10.2,NA,NA,1820,1715,4675,1380,4,5
"47",47,"HONDA Accord 2.0i ES (Automata)  (1994-1996)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es_automata-12858","Középkategória","Sedan","Benzin",3.59,4,96,131,200,12,NA,NA,1880,1715,4675,1380,4,5
"48",48,"HONDA Accord 2.0i Aerodeck LS (1994-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_aerodeck_ls-12859","Középkategória","Kombi","Benzin",3.29,4,100,136,200,10.1,NA,NA,1880,NA,NA,NA,5,5
"49",49,"HONDA Accord 2.0i Aerodeck ES (1994-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_aerodeck_es-12860","Középkategória","Kombi","Benzin",NA,4,100,136,200,10.1,NA,NA,1880,NA,NA,NA,5,5
"50",50,"HONDA Accord 2.2i Aerodeck ES (1994-1996)","https://katalogus.hasznaltauto.hu/honda/accord_2.2i_aerodeck_es-12861","Középkategória","Kombi","Benzin",NA,4,110,150,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"51",51,"HONDA Accord 2.2i Aerodeck ES (Automata)  (1994-1995)","https://katalogus.hasznaltauto.hu/honda/accord_2.2i_aerodeck_es_automata-12862","Középkategória","Kombi","Benzin",NA,4,110,150,NA,NA,NA,NA,NA,1695,4740,1400,5,5
"52",52,"HONDA Accord Coupe 2.2i ES (1994-1998)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_2.2i_es-12863","Középkategória","Coupe","Benzin",NA,4,110,150,207,8.8,226,9.61,1905,1780,4675,1390,2,5
"53",53,"HONDA Accord 2.3i SR (1993-1996)","https://katalogus.hasznaltauto.hu/honda/accord_2.3i_sr-12864","Középkategória","Sedan","Benzin",6.19,4,116,158,200,10.2,NA,NA,1820,1715,4675,1380,4,5
"54",54,"HONDA Accord 1.8 (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_1.8-12865","Középkategória","Sedan","Benzin",NA,4,85,116,195,11.3,209,8.91,1820,1720,4685,1380,4,5
"55",55,"HONDA Accord 1.8 LS (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_1.8_ls-12866","Középkategória","Sedan","Benzin",NA,4,85,116,195,11.3,209,8.91,1820,1720,4685,1380,4,5
"56",56,"HONDA Accord 2.0 LS (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_ls-12867","Középkategória","Sedan","Benzin",5.6,4,96,131,200,10.1,214,9.11,1820,1720,4685,1380,4,5
"57",57,"HONDA Accord 2.0 ES (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_es-12868","Középkategória","Sedan","Benzin",5.49,4,96,131,200,10.1,214,9.11,1820,1720,4685,1380,4,5
"58",58,"HONDA Accord 2.0 ES (Automata)  (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_es_automata-12869","Középkategória","Sedan","Benzin",5.78,4,96,131,200,12.1,237,10.11,1850,1720,4685,1380,4,5
"59",59,"HONDA Accord 2.2 VTEC (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.2_vtec-12870","Középkategória","Sedan","Benzin",6.68,4,110,150,210,9,212,9.01,1880,1720,4685,1380,4,5
"60",60,"HONDA Accord 2.0 (TDI) TD (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_tdi_td-12871","Középkategória","Sedan","Dízel",NA,4,77,105,185,11.6,150,5.71,1880,1720,4685,1380,4,5
"61",61,"HONDA Accord 2.0 TDI LS (1996-1998)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_tdi_ls-12872","Középkategória","Sedan","Dízel",NA,4,77,105,185,11.6,150,5.71,1880,1720,4685,1380,4,5
"62",62,"HONDA Accord 1.6i S (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s-12873","Középkategória","Sedan","Benzin",4.66,4,84,114,190,12.2,193,8.21,1840,1750,4595,1430,4,5
"63",63,"HONDA Accord 1.6i S Klima (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s_klima-12874","Középkategória","Sedan","Benzin",4.82,4,84,114,190,12.2,193,8.21,1840,1740,4595,1430,4,5
"64",64,"HONDA Accord 1.6i S (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s-12875","Középkategória","Sedan","Benzin",4.582,4,84,114,190,12.2,193,8.21,1840,1740,4595,1430,4,5
"65",65,"HONDA Accord 1.6i S Klima (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s_klima-12876","Középkategória","Sedan","Benzin",4.842,4,84,114,190,12.2,193,8.21,1840,1740,4595,1430,4,5
"66",66,"HONDA Accord 1.6i LS (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_ls-12877","Középkategória","Sedan","Benzin",5.198,4,84,114,190,12.2,193,8.21,1840,1750,4595,1430,4,5
"67",67,"HONDA Accord 1.6i LS (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_ls-12878","Középkategória","Sedan","Benzin",5.182,4,84,114,190,12.2,193,8.21,1840,1740,4595,1430,4,5
"68",68,"HONDA Accord 1.6i S (1999-2001)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s-12879","Középkategória","Ferdehátú","Benzin",5.19,4,84,114,190,12.5,193,8.21,1840,1750,4595,1430,5,5
"69",69,"HONDA Accord 1.6i S Klima (1999-2001)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_s_klima-12880","Középkategória","Ferdehátú","Benzin",5.192,4,84,114,190,12.5,193,8.21,1840,1750,4595,1430,5,5
"70",70,"HONDA Accord 1.6i LS (2001.)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_ls-12881","Középkategória","Ferdehátú","Benzin",5.28,4,84,114,190,12.5,193,8.21,1840,1750,4595,1430,5,5
"71",71,"HONDA Accord 1.6i LS Klima (2001.)","https://katalogus.hasznaltauto.hu/honda/accord_1.6i_ls_klima-12882","Középkategória","Ferdehátú","Benzin",5.48,4,84,114,190,12.5,193,8.21,1840,1750,4595,1430,5,5
"72",72,"HONDA Accord 1.8i S (1999-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_s-12883","Középkategória","Ferdehátú","Benzin",NA,4,100,136,NA,NA,NA,NA,1890,1750,4595,1430,5,5
"73",73,"HONDA Accord 1.8i LS (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls-12884","Középkategória","Sedan","Benzin",6.28,4,100,136,205,10.4,197,8.41,1890,1750,4595,1430,4,5
"74",74,"HONDA Accord 1.8i LS (Automata)  (1999-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls_automata-12885","Középkategória","Sedan","Benzin",6.54,4,100,136,195,11.7,212,9.01,1890,1750,4595,1430,4,5
"75",75,"HONDA Accord 1.8i LS (Automata)  (2000-2001)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls_automata-12886","Középkategória","Sedan","Benzin",6.39,4,100,136,200,11.8,219,9.31,1890,1750,4595,1430,4,5
"76",76,"HONDA Accord 1.8i LS (2002.)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls-12887","Középkategória","Sedan","Benzin",5.19,4,100,136,205,10.9,202,8.61,1890,1750,4595,1430,4,5
"77",77,"HONDA Accord 1.8i LS Sport (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls_sport-12888","Középkategória","Sedan","Benzin",6.582,4,100,136,205,10.9,202,8.61,1890,1750,4595,1430,4,5
"78",78,"HONDA Accord 1.8i LS (1999-2000)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls-12889","Középkategória","Ferdehátú","Benzin",NA,4,100,136,NA,NA,NA,NA,1930,1750,4595,1430,5,5
"79",79,"HONDA Accord 1.8i LS (Automata)  (1999-2001)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls_automata-12890","Középkategória","Ferdehátú","Benzin",NA,4,100,136,198,11.6,214,9.11,1930,1750,4595,1580,5,5
"80",80,"HONDA Accord 1.8i LS (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls-12891","Középkategória","Ferdehátú","Benzin",NA,4,100,136,205,11.1,202,8.61,1930,1750,4595,1580,5,5
"81",81,"HONDA Accord 1.8i LS (Automata)  (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_ls_automata-12892","Középkategória","Ferdehátú","Benzin",NA,4,100,136,NA,NA,NA,NA,1930,1750,4595,1580,5,5
"82",82,"HONDA Accord 1.8i ES (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_es-12893","Középkategória","Sedan","Benzin",NA,4,100,136,205,10.9,202,8.61,1890,1750,4595,1430,4,5
"83",83,"HONDA Accord 1.8i ES (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_1.8i_es-12894","Középkategória","Ferdehátú","Benzin",NA,4,100,136,205,11.1,202,8.61,1930,1750,4595,1580,5,5
"84",84,"HONDA Accord Coupe 2.0i ES (1998-2002)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_2.0i_es-12895","Középkategória","Coupe","Benzin",NA,4,108,147,NA,NA,NA,NA,1920,1785,4765,1405,2,5
"85",85,"HONDA Accord Coupe 2.0i ES (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_2.0i_es-12896","Középkategória","Coupe","Benzin",NA,4,108,147,208,10.1,212,9.01,1920,1785,4765,1405,2,5
"86",86,"HONDA Accord Coupe 2.0i ES (Automata)  (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_2.0i_es_automata-12897","Középkategória","Coupe","Benzin",NA,4,108,147,NA,NA,235,10.01,1920,1785,4765,1405,2,5
"87",87,"HONDA Accord 2.0i LS (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_ls-12898","Középkategória","Sedan","Benzin",6.36,4,108,147,210,9.9,200,8.51,1870,1750,4595,1430,4,5
"88",88,"HONDA Accord 2.0i ES (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es-12899","Középkategória","Sedan","Benzin",7.098,4,108,147,210,9.9,200,8.51,1870,1750,4595,1430,4,5
"89",89,"HONDA Accord 2.0i ES (Automata)  (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es_automata-12900","Középkategória","Sedan","Benzin",7.49,4,108,147,200,10.9,214,9.11,1890,1750,4595,1430,4,5
"90",90,"HONDA Accord 2.0i ES (2000-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es-12901","Középkategória","Sedan","Benzin",7.28,4,108,147,210,10.4,207,8.81,1870,1750,4595,1430,4,5
"91",91,"HONDA Accord 2.0i ES (Automata)  (2000-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es_automata-12902","Középkategória","Sedan","Benzin",7.56,4,108,147,205,11.3,216,9.21,1890,1750,4595,1430,4,5
"92",92,"HONDA Accord 2.0i ES (1999-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es-12903","Középkategória","Ferdehátú","Benzin",7.08,4,108,147,208,10.5,202,8.61,1930,1750,4595,1430,5,5
"93",93,"HONDA Accord 2.0i ES (Automata)  (1999-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es_automata-12904","Középkategória","Ferdehátú","Benzin",7.29,4,108,147,203,11.5,214,9.11,1930,1750,4595,1430,5,5
"94",94,"HONDA Accord 2.0i ES (2000-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es-12905","Középkategória","Ferdehátú","Benzin",7.28,4,108,147,210,10.6,207,8.81,1930,1750,4595,1430,5,5
"95",95,"HONDA Accord 2.0i ES (Automata)  (2000-2001)","https://katalogus.hasznaltauto.hu/honda/accord_2.0i_es_automata-12906","Középkategória","Ferdehátú","Benzin",7.48,4,108,147,205,11.6,216,9.21,1930,1750,4595,1430,5,5
"96",96,"HONDA Accord 2.2 Type-R (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_2.2_type-r-12907","Középkategória","Sedan","Benzin",9.18,4,156,212,228,7.2,226,9.61,1820,1750,4595,1430,4,5
"97",97,"HONDA Accord 2.2 Type-R (2001-2002)","https://katalogus.hasznaltauto.hu/honda/accord_2.2_type-r-12908","Középkategória","Sedan","Benzin",NA,4,156,212,NA,NA,NA,NA,1820,1750,4595,1430,4,5
"98",98,"HONDA Accord 2.3i ES (2000-2003)","https://katalogus.hasznaltauto.hu/honda/accord_2.3i_es-12909","Középkategória","Sedan","Benzin",7.282,4,113,154,212,9.8,207,8.81,1890,1750,4595,1430,4,5
"99",99,"HONDA Accord 2.3i ES (Automata)  (2000-2002)","https://katalogus.hasznaltauto.hu/honda/accord_2.3i_es_automata-12910","Középkategória","Sedan","Benzin",7.582,4,113,154,207,10.1,221,9.41,1890,1750,4595,1430,4,5
"100",100,"HONDA Accord 2.3i ES (2001.)","https://katalogus.hasznaltauto.hu/honda/accord_2.3i_es-12911","Középkategória","Ferdehátú","Benzin",NA,4,113,154,NA,NA,NA,NA,1890,1750,4595,1430,5,5
"101",101,"HONDA Accord 2.3i ES (Automata)  (2001.)","https://katalogus.hasznaltauto.hu/honda/accord_2.3i_es_automata-12912","Középkategória","Ferdehátú","Benzin",NA,4,113,154,NA,NA,NA,NA,1890,1750,4595,1430,5,5
"102",102,"HONDA Accord Coupe 3.0i ES (Automata)  (1998-2000)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_3.0i_es_automata-12913","Középkategória","Coupe","Benzin",NA,6,147,200,225,8.5,251,10.71,1920,1785,4765,1405,2,5
"103",103,"HONDA Accord Coupe 3.0i V6 (Automata)  (2000-2002)","https://katalogus.hasznaltauto.hu/honda/accord_coupe_3.0i_v6_automata-12914","Középkategória","Coupe","Benzin",NA,6,147,200,225,8.5,254,10.81,1920,1785,4765,1405,2,5
"104",104,"HONDA Accord 2.0 Comfort (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_comfort-12915","Középkategória","Sedan","Benzin",6.262741,4,114,155,217,9.6,181,7.71,1920,1760,4665,1445,4,5
"105",105,"HONDA Accord 2.0 Comfort (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_comfort_automata-12916","Középkategória","Sedan","Benzin",6.562741,4,114,155,215,10.6,193,8.21,1920,1760,4665,1445,4,5
"106",106,"HONDA Accord 2.0 Sport (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_sport-12917","Középkategória","Sedan","Benzin",6.488741,4,114,155,217,9.6,181,7.71,1920,1760,4665,1445,4,5
"107",107,"HONDA Accord 2.4 Type-S (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.4_type-s-12918","Középkategória","Sedan","Benzin",7.63775,4,139,189,227,7.9,212,9.01,1920,1760,4665,1445,4,5
"108",108,"HONDA Accord 2.4 Executive (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.4_executive-12919","Középkategória","Sedan","Benzin",7.73775,4,139,189,227,7.9,212,9.01,1920,1760,4665,1445,4,5
"109",109,"HONDA Accord 2.4 Executive (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/honda/accord_2.4_executive_automata-12920","Középkategória","Sedan","Benzin",8.04775,4,139,189,227,9,221,9.41,1920,1760,4665,1445,4,5
"110",110,"HONDA Accord 2.0 Comfort My. 06 (2006-2008)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_comfort_my._06-12921","Középkategória","Sedan","Benzin",5.45,4,114,155,217,9.6,181,7.71,1920,1760,4665,1445,4,5
"111",111,"HONDA Accord 2.0 Sport My. 06 (2006-2008)","https://katalogus.hasznaltauto.hu/honda/accord_2.0_sport_my._06-12922","Középkategória","Sedan","Benzin",6.449,4,114,155,217,9.6,181,7.71,1920,1760,4665,1445,4,5
